steam_appid,name,steam_release_date,release_month,release_year,months_since_release,store_url,vndb_url,copies_sold,gamalytic_status,steam_review_count,steam_review_positive,steam_review_negative,steam_review_positive_rate,steam_review_score_desc,steam_review_status,review_heat_group,all_ages_status,is_all_ages,has_ero_any,sexual_content_basis,vndb_minage_values,vndb_has_ero_values,vndb_uncensored_values,sexual_content_conflict,expanded_source,in_steam_visual_novel_tag,vndb_ids,vndb_release_ids,vndb_rtypes,vndb_official,price_text,is_free,copies_sold_fetched_at
1566560,Ritual,2021-03-25,2021-03,2021,64.46,https://store.steampowered.com/app/1566560/,https://vndb.org/v30764,871,FOUND,34,20,14,0.5882352941176471,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30764,r78832,complete,True,$1.99,False,2026-08-08T13:33:18.928358+00:00
1593080,Romance of Raskya,2021-03-27,2021-03,2021,64.39,https://store.steampowered.com/app/1593080/,https://vndb.org/v26925,210,FOUND,12,11,1,0.9166666666666666,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v26925,r67421,complete,True,,False,2026-08-08T13:33:18.928358+00:00
1575650,Love Decision,2021-03-30,2021-03,2021,64.3,https://store.steampowered.com/app/1575650/,https://vndb.org/v30808,398,FOUND,16,9,7,0.5625,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30808,r78925,complete,True,$4.99,False,2026-08-08T13:33:18.928358+00:00
1636080,Coming to Grips with Christine,2021-04-01,2021-04,2021,64.23,https://store.steampowered.com/app/1636080/,https://vndb.org/v28000,,NOT_FOUND,13,13,0,1.0,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28000,r80126,complete,True,,False,2026-08-08T13:33:18.928358+00:00
1567860,Femboy Bangers - Pub & Grill,2021-04-01,2021-04,2021,64.23,https://store.steampowered.com/app/1567860/,https://vndb.org/v30832,7616,FOUND,386,323,63,0.8367875647668394,Very Positive,FOUND,高热度（>198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30832,r78968,complete,True,,False,2026-08-08T13:33:18.928358+00:00
1572450,Femboy Besties,2021-04-01,2021-04,2021,64.23,https://store.steampowered.com/app/1572450/,https://vndb.org/v30833,11352,FOUND,494,375,119,0.7591093117408907,Mostly Positive,FOUND,高热度（>198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30833,r78969,complete,True,,False,2026-08-08T13:33:18.928358+00:00
1565080,Femboys of the Phalanx,2021-04-01,2021-04,2021,64.23,https://store.steampowered.com/app/1565080/,https://vndb.org/v30834,3499,FOUND,152,127,25,0.8355263157894737,Very Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30834,r78970,complete,True,,False,2026-08-08T13:33:18.928358+00:00
1559430,Purrfect Apawcalypse: Purrgatory Furever,2021-04-01,2021-04,2021,64.23,https://store.steampowered.com/app/1559430/,https://vndb.org/v27027,6853,FOUND,400,397,3,0.9925,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v27027,r110247;r119500;r155177;r67644;r67645;r89606,complete,True,$5.99,False,2026-08-08T13:33:18.929320+00:00
1560010,Neon Nights,2021-04-02,2021-04,2021,64.2,https://store.steampowered.com/app/1560010/,https://vndb.org/v30719,2823,FOUND,100,51,49,0.51,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30719,r78697,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1554500,"Sept jours, sept lieux, sept vies",2021-04-02,2021-04,2021,64.2,https://store.steampowered.com/app/1554500/,https://vndb.org/v30847,756,FOUND,12,9,3,0.75,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30847,r79006,complete,True,Free,True,2026-08-08T13:33:18.929320+00:00
1581600,Reconnect,2021-04-05,2021-04,2021,64.1,https://store.steampowered.com/app/1581600/,https://vndb.org/v30873,75,FOUND,3,2,1,0.6666666666666666,3 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30873,r79085,complete,True,$1.99,False,2026-08-08T13:33:18.929320+00:00
1481080,DRAMAtical Murder,2021-04-06,2021-04,2021,64.07,https://store.steampowered.com/app/1481080/,https://vndb.org/v5916,173031,FOUND,4879,4715,164,0.9663865546218487,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v5916,r85873,complete,True,-40%,False,2026-08-08T13:33:18.929320+00:00
1485190,Maelstrom: A Yaoi Visual Novel,2021-04-07,2021-04,2021,64.03,https://store.steampowered.com/app/1485190/,https://vndb.org/v29847,1485,FOUND,48,39,9,0.8125,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true,18,true,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v29847,r76382;r79736,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1433130,Ravished Realms,2021-04-07,2021-04,2021,64.03,https://store.steampowered.com/app/1433130/,https://vndb.org/v30894,50,FOUND,7,2,5,0.2857142857142857,7 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30894,r79137,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1579320,Futanari of the Amazon,2021-04-08,2021-04,2021,64.0,https://store.steampowered.com/app/1579320/,https://vndb.org/v30905,2682,FOUND,68,51,17,0.75,Mostly Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30905,r79161,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1418180,MUSICUS!,2021-04-08,2021-04,2021,64.0,https://store.steampowered.com/app/1418180/,https://vndb.org/v22783,1897,FOUND,103,99,4,0.9611650485436893,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=18; has_ero=false,18,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v22783,r71815,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1502520,The Mermaid of Zennor,2021-04-08,2021-04,2021,64.0,https://store.steampowered.com/app/1502520/,https://vndb.org/v30877,2038,FOUND,77,76,1,0.987012987012987,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30877,r156001,complete,True,$4.99,False,2026-08-08T13:33:18.929320+00:00
942990,Girls in Glasses,2021-04-09,2021-04,2021,63.97,https://store.steampowered.com/app/942990/,https://vndb.org/v20067,689,FOUND,26,24,2,0.9230769230769231,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v20067,r78894,complete,True,$9.99,False,2026-08-08T13:33:18.929320+00:00
1259240,//TODO: today,2021-04-10,2021-04,2021,63.93,https://store.steampowered.com/app/1259240/,https://vndb.org/v21649,30600,FOUND,425,395,30,0.9294117647058824,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v21649,r66580,complete,True,Free,True,2026-08-08T13:33:18.929320+00:00
1405470,Scars of Summer,2021-04-10,2021-04,2021,63.93,https://store.steampowered.com/app/1405470/,https://vndb.org/v39685,68490,FOUND,1358,1024,334,0.7540500736377025,Mostly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v39685,r113243,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1575320,Curiosity,2021-04-11,2021-04,2021,63.9,https://store.steampowered.com/app/1575320/,https://vndb.org/v30883,35,FOUND,3,3,0,1.0,3 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30883,r79125,complete,True,$3.99,False,2026-08-08T13:33:18.929320+00:00
1321550,Lovely Overseer - 18+ DLC,2021-04-12,2021-04,2021,63.87,https://store.steampowered.com/app/1321550/,https://vndb.org/v30479,,NOT_FOUND,4,3,1,0.75,4 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30479,r78005,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1219620,Lovely Overseer - Dating Sim,2021-04-12,2021-04,2021,63.87,https://store.steampowered.com/app/1219620/,https://vndb.org/v30479,3127,FOUND,96,82,14,0.8541666666666666,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30479,r78004,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1582890,My Catgirl Maid Thinks She Runs the Place,2021-04-14,2021-04,2021,63.8,https://store.steampowered.com/app/1582890/,https://vndb.org/v29012,46810,FOUND,1001,932,69,0.9310689310689311,Very Positive,FOUND,高热度（>198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v29012,r78996,complete,True,,False,2026-08-08T13:33:18.929320+00:00
847680,Pale Cachexia,2021-04-14,2021-04,2021,63.8,https://store.steampowered.com/app/847680/,https://vndb.org/v29885,983,FOUND,42,41,1,0.9761904761904762,Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=13; has_ero=false,13,false,,False,ORIGINAL_INTERSECTION,True,v29885,r76506,complete,True,$5.99,False,2026-08-08T13:33:18.929320+00:00
839640,Good Guy Card,2021-04-15,2021-04,2021,63.77,https://store.steampowered.com/app/839640/,https://vndb.org/v30943,810,FOUND,15,6,9,0.4,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30943,r79269,complete,True,,False,2026-08-08T13:33:18.929320+00:00
1419380,Invisible Wings: Chapter One,2021-04-15,2021-04,2021,63.77,https://store.steampowered.com/app/1419380/,https://vndb.org/v30357,2414,FOUND,29,24,5,0.8275862068965517,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30357,r114900,complete,True,Free,True,2026-08-08T13:33:18.929320+00:00
1587180,A Pinch of Magic,2021-04-16,2021-04,2021,63.74,https://store.steampowered.com/app/1587180/,https://vndb.org/v30827,29603,FOUND,240,202,38,0.8416666666666667,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30827,r78961,complete,True,Free,True,2026-08-08T13:33:18.929320+00:00
1549160,Childhood Friends,2021-04-16,2021-04,2021,63.74,https://store.steampowered.com/app/1549160/,https://vndb.org/v24883,1436,FOUND,37,28,9,0.7567567567567568,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v24883,r77821,complete,True,$19.99,False,2026-08-08T13:33:18.929320+00:00
978460,Emily is Away <3,2021-04-16,2021-04,2021,63.74,https://store.steampowered.com/app/978460/,https://vndb.org/v30695,221555,FOUND,6762,6176,586,0.9133392487429755,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30695,r78634,complete,True,$9.99,False,2026-08-08T13:33:18.929320+00:00
1580340,Aventura Pisicului Pierdut,2021-04-19,2021-04,2021,63.64,https://store.steampowered.com/app/1580340/,https://vndb.org/v30985,304,FOUND,18,18,0,1.0,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30985,r79357,complete,True,$2.99,False,2026-08-08T13:33:18.929940+00:00
578540,Perfect Gold - Yuri Visual Novel,2021-04-19,2021-04,2021,63.64,https://store.steampowered.com/app/578540/,https://vndb.org/v28545,14933,FOUND,1211,1184,27,0.9777043765483072,Overwhelmingly Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v28545,r72133;r72475;r79624,complete;trial,True,$7.99,False,2026-08-08T13:33:18.929940+00:00
1562470,Rurizakura,2021-04-19,2021-04,2021,63.64,https://store.steampowered.com/app/1562470/,https://vndb.org/v30970,634,FOUND,19,13,6,0.6842105263157895,Mixed,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,ORIGINAL_INTERSECTION,True,v30970,r79334,complete,True,$17.99,False,2026-08-08T13:33:18.929940+00:00
1524650,Sakura Forest Girls,2021-04-19,2021-04,2021,63.64,https://store.steampowered.com/app/1524650/,https://vndb.org/v30450,3274,FOUND,101,80,21,0.7920792079207921,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30450,r77910,complete,True,$9.99,False,2026-08-08T13:33:18.929940+00:00
1594420,Loving You Fully,2021-04-20,2021-04,2021,63.61,https://store.steampowered.com/app/1594420/,https://vndb.org/v30909,2999,FOUND,43,39,4,0.9069767441860465,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30909,r79172,complete,True,Free,True,2026-08-08T13:33:18.929940+00:00
1272070,Silicon Dreams | cyberpunk interrogation,2021-04-20,2021-04,2021,63.61,https://store.steampowered.com/app/1272070/,https://vndb.org/v31861,7071,FOUND,254,239,15,0.9409448818897638,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31861,r82643,complete,True,-75%,False,2026-08-08T13:33:18.929940+00:00
1592970,Colorado Cocoa Club,2021-04-23,2021-04,2021,63.51,https://store.steampowered.com/app/1592970/,https://vndb.org/v30889,623,FOUND,18,12,6,0.6666666666666666,Mixed,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=13; has_ero=false,13,false,,False,ORIGINAL_INTERSECTION,True,v30889,r79179,complete,True,$6.99,False,2026-08-08T13:33:18.929940+00:00
1607321,Colorado Cocoa Club - Adults Only 18+ Patch,2021-04-23,2021-04,2021,63.51,https://store.steampowered.com/app/1607321/,https://vndb.org/v30889,,NOT_FOUND,0,0,0,,No user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v30889,r79180,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1579720,Sol Dorado Heist,2021-04-23,2021-04,2021,63.51,https://store.steampowered.com/app/1579720/,https://vndb.org/v30757,147,FOUND,13,7,6,0.5384615384615384,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30757,r78817,complete,True,$4.99,False,2026-08-08T13:33:18.929940+00:00
1396150,Sutekina kanojo no tsukurikata,2021-04-23,2021-04,2021,63.51,https://store.steampowered.com/app/1396150/,https://vndb.org/v29404,19233,FOUND,972,448,524,0.4609053497942387,Mixed,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=17; has_ero=false,17,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v29404,r75150,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1558900,Pandemic Love,2021-04-27,2021-04,2021,63.38,https://store.steampowered.com/app/1558900/,https://vndb.org/v30693,16704,FOUND,232,215,17,0.9267241379310345,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30693,r78631,complete,True,Free,True,2026-08-08T13:33:18.929940+00:00
1294060,铁道少女:梦想轨迹 2.0 Railway To Dream,2021-04-27,2021-04,2021,63.38,https://store.steampowered.com/app/1294060/,https://vndb.org/v31019,4148,FOUND,190,181,9,0.9526315789473684,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31019,r112095;r79465,complete,True,$6.99,False,2026-08-08T13:33:18.929940+00:00
1349170,Furries & Scalies & Bears OH MY! 2: Return to Kale Bay,2021-04-29,2021-04,2021,63.31,https://store.steampowered.com/app/1349170/,https://vndb.org/v30529,20,FOUND,2,2,0,1.0,2 user reviews,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,ORIGINAL_INTERSECTION,True,v30529,r78130,complete,True,$9.99,False,2026-08-08T13:33:18.929940+00:00
1364460,Keizudo [v1.5],2021-04-29,2021-04,2021,63.31,https://store.steampowered.com/app/1364460/,https://vndb.org/v28726,,NOT_FOUND,7,5,2,0.7142857142857143,7 user reviews,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=12; has_ero=false,12,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28726,r153394,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1461090,喰人記,2021-04-29,2021-04,2021,63.31,https://store.steampowered.com/app/1461090/,https://vndb.org/v31031,135,FOUND,9,9,0,1.0,9 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31031,r79494,complete,True,$11.99,False,2026-08-08T13:33:18.929940+00:00
1591470,I Am The Prosecutor: No Evidence? No Problem!,2021-04-30,2021-04,2021,63.28,https://store.steampowered.com/app/1591470/,https://vndb.org/v31036,1957,FOUND,49,37,12,0.7551020408163265,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31036,r79513,complete,True,$0.99,False,2026-08-08T13:33:18.929940+00:00
1288560,My Dear Prince,2021-04-30,2021-04,2021,63.28,https://store.steampowered.com/app/1288560/,https://vndb.org/v29807,1467,FOUND,58,54,4,0.9310344827586207,Very Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v29807,r76285,complete,True,$9.99,False,2026-08-08T13:33:18.929940+00:00
1540220,Sugar * Style,2021-04-30,2021-04,2021,63.28,https://store.steampowered.com/app/1540220/,https://vndb.org/v24320,8557,FOUND,250,237,13,0.948,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v24320,r78959,complete,True,$29.99,False,2026-08-08T13:33:18.929940+00:00
1261200,Ace Campus Club,2021-05-01,2021-05,2021,63.24,https://store.steampowered.com/app/1261200/,https://vndb.org/v30349,1125,FOUND,37,20,17,0.5405405405405406,Mixed,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v30349,r77690,complete,True,$14.99,False,2026-08-08T13:33:18.929940+00:00
1598220,Moon Observatory Iris,2021-05-01,2021-05,2021,63.24,https://store.steampowered.com/app/1598220/,https://vndb.org/v20077,666,FOUND,24,21,3,0.875,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v20077,r93608,complete,True,$19.99,False,2026-08-08T13:33:18.929940+00:00
1494140,7Days Origins,2021-05-02,2021-05,2021,63.21,https://store.steampowered.com/app/1494140/,https://vndb.org/v31259,7097,FOUND,353,302,51,0.8555240793201133,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31259,r80152;r91108,complete;trial,True,$8.99,False,2026-08-08T13:33:18.929940+00:00
1212150,Diamond Mirage,2021-05-02,2021-05,2021,63.21,https://store.steampowered.com/app/1212150/,https://vndb.org/v29562,484,FOUND,18,16,2,0.8888888888888888,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v29562,r75647,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1605270,MariAlbum,2021-05-03,2021-05,2021,63.18,https://store.steampowered.com/app/1605270/,https://vndb.org/v20192,15,FOUND,1,1,0,1.0,1 user reviews,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v20192,r79358,complete,True,,False,2026-08-08T13:33:18.929940+00:00
867860,Sepia Tears: Reprise Edition (DLC),2021-05-04,2021-05,2021,63.15,https://store.steampowered.com/app/867860/,https://vndb.org/v8489,,NOT_FOUND,16,14,2,0.875,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v8489,r123322;r137757;r79574,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1605720,Eternia: Pet Whisperer,2021-05-05,2021-05,2021,63.11,https://store.steampowered.com/app/1605720/,https://vndb.org/v31062,272,FOUND,15,15,0,1.0,Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31062,r79591,complete,True,$2.99,False,2026-08-08T13:33:18.929940+00:00
1576590,Stories of Submission: eNTeR the cuck,2021-05-05,2021-05,2021,63.11,https://store.steampowered.com/app/1576590/,https://vndb.org/v31057,1320,FOUND,23,15,8,0.6521739130434783,Mixed,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=18; has_ero=false,18,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v31057,r79579,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1506260,Funbag Fantasy 3if,2021-05-06,2021-05,2021,63.08,https://store.steampowered.com/app/1506260/,https://vndb.org/v21528,1176,FOUND,58,56,2,0.9655172413793104,Very Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=true,18,true,true,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v21528,r75342,complete,True,,False,2026-08-08T13:33:18.929940+00:00
2307070,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.3「死者の楽園」,2021-05-06,2021-05,2021,63.08,https://store.steampowered.com/app/2307070/,https://vndb.org/v44469,333,FOUND,3,3,0,1.0,3 user reviews,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v44469,r107063,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1432500,The Sekimeiya: Spun Glass,2021-05-06,2021-05,2021,63.08,https://store.steampowered.com/app/1432500/,https://vndb.org/v29144,4908,FOUND,292,254,38,0.8698630136986302,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=0; has_ero=false,0,false,,False,ORIGINAL_INTERSECTION,True,v29144,r74268;r78966,complete;partial,True,$14.99,False,2026-08-08T13:33:18.929940+00:00
1487590,Yoshiwara Higanbana,2021-05-06,2021-05,2021,63.08,https://store.steampowered.com/app/1487590/,https://vndb.org/v13994,10116,FOUND,477,432,45,0.9056603773584906,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=17; has_ero=false,17,false,,False,ORIGINAL_INTERSECTION,True,v13994,r78398,complete,True,$44.99,False,2026-08-08T13:33:18.929940+00:00
1805260,"Mommy-Goddess of Unconditional Love ~Wow, You Sure Gave It Your All Out There!~",2021-05-07,2021-05,2021,63.05,https://store.steampowered.com/app/1805260/,https://vndb.org/v28793,1607,FOUND,49,40,9,0.8163265306122449,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28793,r79608,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1551010,Starlight Shores,2021-05-07,2021-05,2021,63.05,https://store.steampowered.com/app/1551010/,https://vndb.org/v28271,473,FOUND,26,24,2,0.9230769230769231,Positive,FOUND,低热度（≤198）,全年龄,True,False,VNDB minage=16; has_ero=false,16,false,,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28271,r78630,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1506900,The Epic of Inanna,2021-05-08,2021-05,2021,63.01,https://store.steampowered.com/app/1506900/,https://vndb.org/v31075,2106,FOUND,24,17,7,0.7083333333333334,Mostly Positive,FOUND,低热度（≤198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v31075,r79630,complete,True,Free,True,2026-08-08T13:33:18.929940+00:00
1523390,Fantasy Tavern Sextet -Vol.3 Postlude Days-,2021-05-13,2021-05,2021,62.85,https://store.steampowered.com/app/1523390/,https://vndb.org/v31091,7903,FOUND,230,210,20,0.9130434782608695,Very Positive,FOUND,高热度（>198）,全年龄,True,False,VNDB minage=17; has_ero=false,17,false,,False,ORIGINAL_INTERSECTION,True,v31091,r77938,complete,True,$12.99,False,2026-08-08T13:33:18.929940+00:00
1599470,Purrfect Apawcalypse: Patches' Infurno,2021-05-13,2021-05,2021,62.85,https://store.steampowered.com/app/1599470/,https://vndb.org/v28651,7686,FOUND,466,461,5,0.9892703862660944,Very Positive,FOUND,高热度（>198）,全年龄,True,False,has_ero=false,,false,,False,ORIGINAL_INTERSECTION,True,v28651,r72620;r89607;r89608,complete,True,$6.99,False,2026-08-08T13:33:18.929940+00:00
1805250,Bikini Tits,2021-05-14,2021-05,2021,62.82,https://store.steampowered.com/app/1805250/,https://vndb.org/v28598,1139,FOUND,48,40,8,0.8333333333333334,Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28598,r79708,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1601170,Sex and Morning,2021-05-14,2021-05,2021,62.82,https://store.steampowered.com/app/1601170/,https://vndb.org/v31043,557,FOUND,23,12,11,0.5217391304347826,Mixed,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v31043,r79546,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1571690,Sexorcist Academy,2021-05-14,2021-05,2021,62.82,https://store.steampowered.com/app/1571690/,https://vndb.org/v28460,4112,FOUND,80,59,21,0.7375,Mostly Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v28460,r79386,complete,True,,False,2026-08-08T13:33:18.929940+00:00
1085970,The Makings of a Lady - Purity Yours to Defile -,2021-05-14,2021-05,2021,62.82,https://store.steampowered.com/app/1085970/,https://vndb.org/v21356,337,FOUND,16,12,4,0.75,Mostly Positive,FOUND,低热度（≤198）,非全年龄,False,True,VNDB minage=18; has_ero=true; uncensored=false,18,true,false,False,VNDB_ONLY_COMPLETE_INCREMENT,False,v21356,r79435,complete,True,,False,2026-08-08T13:33:18.930994+00:00
